Time, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec, Date/Time, 
5155, 36.36, 39.39, 37.76, 57.16, 59.76, 59.33, 24.12, 26.29, 24.67, 76.0, 12.5, 57.291938, -2.022500, 24.80, 15.20, 9, 100, 04/21/2013 13:19:06   , 
7413, 35.86, 41.83, 39.34, 52.18, 63.27, 58.90, 21.25, 29.30, 26.35, 76.7, 12.6, 57.292011, -2.022170, 26.00, 16.54, 9, 100, 04/21/2013 13:19:09   , 
9679, 31.27, 45.00, 36.23, 53.18, 61.75, 57.59, 20.27, 32.14, 25.01, 76.1, 12.7, 57.292079, -2.021690, 25.30, 15.51, 9, 100, 04/21/2013 13:19:13   , 
12668, 33.48, 40.29, 36.91, 50.09, 61.29, 57.13, 24.90, 28.95, 25.88, 76.6, 12.7, 57.292129, -2.021380, 26.00, 15.51, 9, 100, 04/21/2013 13:19:16   , 
14934, 34.15, 45.72, 38.71, 56.57, 61.13, 59.45, 24.13, 29.48, 25.31, 76.6, 12.7, 57.292179, -2.021110, 26.90, 12.15, 9, 100, 04/21/2013 13:19:19   , 
17168, 31.50, 43.40, 36.25, 53.03, 64.63, 57.81, 22.08, 28.07, 24.77, 76.6, 12.8, 57.292240, -2.020760, 26.30, 12.22, 10, 80, 04/21/2013 13:19:23   , 
20124, 37.77, 48.44, 39.65, 52.35, 61.89, 57.34, 24.39, 34.25, 28.01, 76.6, 12.8, 57.292259, -2.020490, 25.60, 12.22, 10, 80, 04/21/2013 13:19:26   , 
22397, 36.11, 41.35, 38.49, 56.57, 59.13, 58.40, 24.64, 28.51, 26.07, 76.5, 12.9, 57.292270, -2.020190, 24.50, 13.76, 9, 90, 04/21/2013 13:19:29   , 
24630, 31.09, 49.84, 37.25, 54.20, 66.72, 58.38, 22.98, 28.56, 25.02, 76.0, 12.9, 57.292289, -2.019800, 24.60, 12.59, 10, 80, 04/21/2013 13:19:33   , 
27564, 33.69, 42.27, 40.68, 56.85, 63.43, 60.54, 22.22, 28.68, 25.85, 76.0, 12.9, 57.292308, -2.019550, 24.60, 11.35, 10, 80, 04/21/2013 13:19:36   , 
29830, 35.74, 40.53, 38.91, 54.56, 61.69, 59.90, 23.34, 28.79, 25.06, 75.8, 13.0, 57.292331, -2.019290, 24.60, 12.28, 10, 80, 04/21/2013 13:19:39   , 
32057, 37.04, 43.67, 37.87, 57.03, 62.17, 57.75, 23.43, 28.06, 26.13, 75.9, 13.1, 57.292350, -2.018930, 24.40, 12.35, 10, 80, 04/21/2013 13:19:43   , 
34983, 36.98, 40.60, 37.77, 56.01, 59.53, 58.44, 24.32, 30.03, 25.45, 75.9, 13.1, 57.292381, -2.018640, 24.00, 12.35, 10, 80, 04/21/2013 13:19:46   , 
37254, 38.53, 40.70, 39.16, 58.08, 59.66, 58.82, 25.85, 27.77, 26.23, 76.0, 13.1, 57.292400, -2.018340, 23.50, 14.29, 10, 80, 04/21/2013 13:19:49   , 
39494, 35.18, 42.99, 38.94, 55.22, 62.36, 58.05, 24.90, 29.69, 26.74, 75.5, 13.2, 57.292430, -2.017930, 22.40, 13.60, 10, 80, 04/21/2013 13:19:53   , 
42397, 35.38, 39.29, 36.93, 56.74, 60.78, 58.59, 23.96, 27.76, 24.65, 76.0, 13.2, 57.292461, -2.017650, 22.10, 13.60, 10, 80, 04/21/2013 13:19:56   , 
44691, 36.14, 41.27, 37.91, 54.00, 61.12, 56.76, 24.61, 27.95, 26.97, 76.1, 13.3, 57.292480, -2.017390, 21.80, 11.34, 10, 80, 04/21/2013 13:19:59   , 
46927, 35.90, 40.54, 37.39, 57.10, 60.28, 58.87, 23.53, 26.02, 24.78, 75.6, 13.3, 57.292510, -2.017030, 21.40, 13.56, 10, 80, 04/21/2013 13:20:03   , 
49798, 36.36, 41.66, 38.46, 56.15, 61.22, 59.28, 24.13, 27.13, 25.24, 75.6, 13.3, 57.292541, -2.016710, 20.90, 13.56, 10, 80, 04/21/2013 13:20:06   , 
52065, 37.48, 40.89, 39.90, 58.21, 60.12, 58.74, 25.30, 27.77, 26.92, 75.5, 13.4, 57.292560, -2.016370, 20.20, 15.35, 10, 80, 04/21/2013 13:20:09   , 
54295, 35.04, 42.27, 38.17, 55.94, 62.26, 57.14, 23.65, 28.17, 26.92, 74.9, 13.5, 57.292591, -2.015920, 19.50, 15.41, 10, 80, 04/21/2013 13:20:13   , 
57209, 35.94, 41.48, 37.21, 56.68, 61.24, 57.92, 23.17, 28.47, 25.45, 75.5, 13.5, 57.292621, -2.015590, 19.20, 15.41, 10, 80, 04/21/2013 13:20:16   , 
59486, 38.53, 39.62, 38.82, 57.66, 60.47, 58.87, 24.71, 26.75, 25.92, 75.4, 13.6, 57.292640, -2.015270, 19.00, 14.45, 10, 80, 04/21/2013 13:20:19   , 
61719, 36.52, 39.39, 38.92, 57.04, 60.04, 59.40, 24.04, 27.42, 25.52, 75.5, 13.6, 57.292678, -2.014830, 18.40, 15.06, 10, 80, 04/21/2013 13:20:23   , 
64624, 35.08, 43.34, 40.19, 55.40, 62.18, 58.76, 24.08, 28.91, 27.14, 75.5, 13.6, 57.292701, -2.014500, 18.10, 15.06, 10, 80, 04/21/2013 13:20:26   , 
66911, 35.54, 42.91, 39.47, 55.34, 62.79, 60.35, 23.27, 27.41, 25.08, 75.5, 13.7, 57.292728, -2.014180, 17.80, 13.99, 10, 80, 04/21/2013 13:20:29   , 
69148, 37.43, 42.61, 40.49, 54.69, 62.16, 60.09, 25.26, 30.26, 26.12, -999, -999, 57.292770, -2.013720, 17.50, 11.55, 10, 80, 04/21/2013 13:20:34   , 
72536, 31.12, 40.82, 38.03, 57.02, 60.56, 58.18, 19.78, 27.41, 25.90, 74.5, 13.8, 57.292789, -2.013480, 17.50, 10.32, 10, 80, 04/21/2013 13:20:37   , 
74757, 34.34, 37.83, 36.44, 53.21, 57.50, 56.28, 25.51, 29.10, 26.23, 72.9, 14.1, 57.292800, -2.013270, 17.70, 9.14, 9, 90, 04/21/2013 13:20:40   , 
77337, 33.55, 38.14, 35.37, 54.71, 57.42, 55.42, 24.28, 26.93, 26.08, 71.9, 14.1, 57.292728, -2.013130, 18.30, 9.31, 10, 80, 04/21/2013 13:20:43   , 
79571, 32.74, 38.40, 35.54, 55.50, 58.76, 56.89, 22.10, 26.74, 24.97, 69.9, 14.6, 57.292621, -2.013090, 17.70, 9.31, 10, 80, 04/21/2013 13:20:46   , 
81832, 34.61, 41.21, 37.08, 56.26, 59.65, 58.64, 23.43, 27.27, 24.73, 68.3, 15.0, 57.292488, -2.013100, 17.50, 11.23, 10, 80, 04/21/2013 13:20:49   , 
84064, 34.38, 39.23, 37.76, 56.15, 59.16, 57.13, 23.82, 28.16, 26.59, 65.2, 15.9, 57.292289, -2.013120, 17.00, 12.65, 10, 80, 04/21/2013 13:20:53   , 
86962, 33.46, 38.13, 36.56, 55.59, 60.48, 57.40, 22.93, 27.14, 25.38, 64.9, 16.0, 57.292129, -2.013130, 16.70, 12.65, 10, 80, 04/21/2013 13:20:56   , 
89237, 32.74, 37.85, 33.97, 55.76, 59.39, 58.88, 20.82, 27.60, 22.16, 63.7, 16.4, 57.291961, -2.013120, 15.40, 13.68, 10, 80, 04/21/2013 13:20:59   , 
91470, 33.69, 42.05, 35.68, 56.15, 59.50, 57.80, 21.44, 30.42, 24.36, 61.2, 17.0, 57.291728, -2.013120, 15.40, 14.76, 10, 80, 04/21/2013 13:21:03   , 
94387, 35.04, 38.40, 36.35, 54.95, 60.04, 57.57, 24.25, 27.41, 25.05, 61.0, 17.0, 57.291549, -2.013140, 15.80, 14.76, 10, 80, 04/21/2013 13:21:06   , 
96644, 35.66, 42.82, 38.26, 56.54, 62.56, 57.98, 21.49, 31.48, 26.27, 60.1, 17.3, 57.291358, -2.013160, 16.10, 14.40, 10, 80, 04/21/2013 13:21:09   , 
98878, 36.53, 40.48, 38.02, 56.69, 59.49, 58.19, 24.71, 28.97, 25.87, -999, -999, 57.291069, -2.013180, 16.90, 14.48, 10, 80, 04/21/2013 13:21:14   , 
102291, 35.93, 41.21, 38.56, 56.26, 60.91, 57.87, 22.87, 28.46, 26.64, 57.2, 17.7, 57.290889, -2.013190, 16.20, 13.88, 10, 80, 04/21/2013 13:21:17   , 
104516, 34.80, 40.84, 38.49, 55.30, 60.14, 56.78, 23.60, 28.87, 27.53, 56.0, 18.1, 57.290721, -2.013190, 16.20, 13.54, 10, 80, 04/21/2013 13:21:20   , 
107100, 36.33, 39.00, 37.41, 56.10, 58.85, 57.65, 24.83, 28.48, 25.85, 55.8, 18.1, 57.290569, -2.013190, 16.60, 12.69, 10, 80, 04/21/2013 13:21:23   , 
109342, 33.13, 38.75, 37.44, 57.24, 58.54, 57.92, 21.77, 26.75, 25.65, 55.0, 18.2, 57.290420, -2.013200, 16.90, 12.69, 10, 80, 04/21/2013 13:21:26   , 
111620, 35.23, 39.77, 37.84, 57.06, 59.53, 58.62, 22.56, 27.67, 25.38, 54.5, 18.4, 57.290290, -2.013200, 17.10, 10.08, 10, 80, 04/21/2013 13:21:29   , 
113858, 38.57, 44.37, 39.99, 57.40, 62.48, 59.70, 24.80, 29.90, 26.11, 53.1, 18.6, 57.290180, -2.013070, 17.70, 8.52, 10, 80, 04/21/2013 13:21:33   , 
116765, 35.76, 39.02, 38.10, 56.93, 59.14, 58.70, 24.16, 26.29, 25.49, 53.0, 18.6, 57.290168, -2.012870, 17.50, 8.52, 10, 80, 04/21/2013 13:21:36   , 
119029, 35.90, 37.48, 37.06, 56.93, 58.59, 58.33, 24.61, 26.38, 24.98, 52.6, 18.7, 57.290199, -2.012630, 18.00, 11.76, 10, 80, 04/21/2013 13:21:39   , 
121267, 37.43, 40.51, 38.63, 57.13, 59.76, 58.11, 25.47, 28.06, 26.43, 51.5, 18.9, 57.290241, -2.012260, 17.00, 13.57, 10, 80, 04/21/2013 13:21:43   , 
124195, 36.46, 40.51, 39.17, 57.48, 59.53, 58.55, 23.56, 27.38, 26.50, 52.0, 18.9, 57.290279, -2.011970, 16.70, 13.57, 10, 80, 04/21/2013 13:21:46   , 
126456, 36.98, 40.29, 38.40, 57.79, 58.97, 58.39, 24.80, 27.48, 26.01, 51.5, 19.0, 57.290309, -2.011660, 16.30, 14.17, 10, 80, 04/21/2013 13:21:49   , 
128694, 37.26, 39.74, 38.51, 56.64, 59.88, 57.86, 23.81, 28.15, 26.55, 50.6, 19.3, 57.290351, -2.011250, 14.80, 13.29, 10, 80, 04/21/2013 13:21:53   , 
131584, 37.20, 40.51, 38.52, 54.56, 60.65, 57.92, 24.86, 29.39, 26.52, 50.5, 19.3, 57.290378, -2.010970, 14.50, 13.29, 11, 80, 04/21/2013 13:21:56   , 
133857, 36.12, 40.16, 37.69, 54.36, 57.36, 56.39, 26.21, 29.05, 27.19, 50.1, 19.4, 57.290378, -2.010710, 13.80, 11.47, 11, 80, 04/21/2013 13:21:59   , 
136093, 36.98, 41.27, 39.05, 57.57, 61.85, 58.77, 24.32, 27.96, 26.18, 49.3, 19.5, 57.290309, -2.010430, 13.80, 10.13, 9, 90, 04/21/2013 13:22:03   , 
138933, 36.33, 41.21, 38.03, 57.48, 58.94, 57.83, 25.09, 28.87, 26.19, 49.1, 19.5, 57.290248, -2.010240, 14.10, 8.23, 11, 80, 04/21/2013 13:22:06   , 
141209, 36.69, 40.22, 38.64, 58.53, 60.23, 59.71, 23.66, 26.38, 25.03, 48.6, 19.6, 57.290199, -2.010110, 14.40, 6.38, 11, 80, 04/21/2013 13:22:09   , 
143443, 39.19, 42.12, 39.71, 58.69, 61.16, 59.50, 24.91, 28.02, 26.07, 47.2, 19.9, 57.290149, -2.009910, 13.70, 9.24, 10, 80, 04/21/2013 13:22:13   , 
146301, 36.52, 40.27, 38.50, 57.16, 59.96, 58.22, 23.43, 27.92, 26.25, 47.7, 19.9, 57.290130, -2.009700, 12.60, 9.24, 11, 80, 04/21/2013 13:22:16   , 
148563, 36.59, 39.95, 38.09, 56.52, 60.76, 57.36, 25.01, 27.83, 26.65, 47.3, 19.9, 57.290119, -2.009500, 11.70, 8.49, 11, 80, 04/21/2013 13:22:19   , 
150799, 37.97, 39.77, 38.99, 56.52, 59.49, 58.75, 25.55, 27.65, 26.16, -999, -999, 57.290081, -2.009230, 12.30, 7.15, 11, 80, 04/21/2013 13:22:24   , 
154217, 38.36, 43.33, 42.38, 57.81, 62.16, 61.12, 25.05, 27.53, 26.70, 46.0, 20.1, 57.290031, -2.009100, 13.10, 5.87, 11, 80, 04/21/2013 13:22:27   , 
156439, 36.81, 42.46, 39.41, 57.00, 61.17, 59.17, 25.71, 26.92, 26.10, -999, -999, 57.290031, -2.009000, 13.70, 0.62, 11, 80, 04/21/2013 13:22:31   , 
159860, 37.04, 41.97, 37.84, 58.12, 60.04, 58.31, 25.11, 27.45, 25.62, 45.8, 20.3, 57.290031, -2.009030, 14.10, 2.91, 11, 80, 04/21/2013 13:22:34   , 
162136, 35.18, 38.34, 36.18, 56.47, 59.14, 58.16, 23.98, 25.57, 24.43, 45.7, 20.5, 57.290008, -2.009140, 14.50, 2.83, 11, 80, 04/21/2013 13:22:38   , 
164747, 34.33, 38.13, 37.43, 57.26, 58.32, 58.15, 23.39, 25.84, 25.42, 45.6, 20.5, 57.290000, -2.009170, 14.80, 2.83, 11, 80, 04/21/2013 13:22:41   , 
167019, 36.98, 37.78, 37.42, 57.57, 57.97, 57.68, 25.48, 26.03, 25.82, 45.5, 20.6, 57.290000, -2.009180, 15.60, 0.72, 11, 80, 04/21/2013 13:22:44   , 
169255, 36.81, 37.43, 36.98, 57.51, 57.88, 57.60, 25.31, 25.84, 25.54, 46.4, 20.2, 57.290000, -2.009190, 15.40, 0.20, 11, 80, 04/21/2013 13:22:48   , 
172140, 36.59, 39.99, 37.82, 57.35, 59.00, 57.78, 25.30, 26.74, 26.06, 47.1, 20.2, 57.290008, -2.009190, 15.50, 0.20, 11, 80, 04/21/2013 13:22:51   , 
174423, 36.76, 37.26, 36.89, 57.44, 57.82, 57.75, 25.22, 25.84, 25.34, 47.1, 20.1, 57.290008, -2.009180, 15.20, 0.15, 10, 80, 04/21/2013 13:22:54   , 
176657, 36.98, 43.33, 40.51, 57.67, 62.60, 61.21, 23.02, 26.06, 25.12, 46.5, 19.8, 57.290000, -2.009190, 15.40, 2.20, 10, 80, 04/21/2013 13:22:58   , 
179522, 39.25, 50.07, 41.45, 57.38, 62.78, 61.65, 24.75, 34.99, 25.47, 46.5, 19.8, 57.290008, -2.009210, 15.70, 1.31, 10, 80, 04/21/2013 13:23:01   , 
181793, 17.58, 49.09, 23.83, 56.22, 72.53, 59.63, 11.97, 25.82, 14.15, 46.4, 19.7, 57.290019, -2.009230, 15.60, 0.59, 11, 80, 04/21/2013 13:23:04   , 
184030, 17.50, 29.39, 22.31, 56.78, 64.50, 62.05, 9.67, 19.55, 12.38, 43.7, 19.3, 57.290019, -2.009230, 15.40, 1.70, 11, 80, 04/21/2013 13:23:08   , 
186915, 7.85, 360.00, 36.55, 50.92, 70.88, 56.80, 4.13, 360.00, 29.32, 43.9, 19.2, 57.290031, -2.009170, 15.40, 1.70, 11, 80, 04/21/2013 13:23:11   , 
189192, 18.00, 46.10, 25.26, 53.59, 77.93, 61.94, 8.00, 25.67, 14.15, 43.7, 18.9, 57.290019, -2.009120, 14.80, 2.31, 11, 80, 04/21/2013 13:23:14   , 
191429, 4.56, 351.17, 62.74, 47.52, 58.57, 52.50, 3.98, 354.53, 59.62, 42.9, 18.7, 57.290019, -2.009040, 13.90, 2.43, 11, 80, 04/21/2013 13:23:18   , 
194271, 1.15, 340.58, 10.50, 38.74, 51.79, 48.12, 1.05, 344.49, 9.54, 43.4, 18.6, 57.290031, -2.009010, 13.80, 2.43, 11, 80, 04/21/2013 13:23:21   , 
196535, 6.61, 8.07, 7.59, 43.79, 45.82, 44.75, 6.43, 8.07, 7.66, 43.4, 18.6, 57.290031, -2.009000, 14.20, 0.12, 11, 80, 04/21/2013 13:23:24   , 
198762, 6.43, 8.81, 7.44, 45.00, 46.60, 45.37, 6.25, 8.63, 7.34, 42.9, 18.4, 57.290031, -2.009000, 14.80, 0.08, 11, 80, 04/21/2013 13:23:28   , 
201693, 5.97, 7.65, 6.19, 43.12, 45.00, 43.48, 6.25, 7.75, 6.52, 42.9, 18.4, 57.290031, -2.008990, 15.30, 0.08, 11, 80, 04/21/2013 13:23:31   , 
203950, 2.43, 356.16, 44.02, 47.45, 64.27, 62.50, 1.46, 356.47, 27.21, 42.6, 18.2, 57.290019, -2.008990, 15.70, 1.51, 11, 80, 04/21/2013 13:23:34   , 
206186, 1.39, 35.17, 6.92, 47.64, 60.73, 53.24, 1.05, 24.03, 5.09, 44.1, 17.7, 57.290008, -2.008970, 14.60, 0.59, 11, 80, 04/21/2013 13:23:38   , 
209077, 0.34, 359.28, 222.16, 38.29, 44.30, 41.64, 0.38, 359.16, 222.63, 44.3, 17.7, 57.289989, -2.008960, 14.30, 0.59, 10, 90, 04/21/2013 13:23:41   , 
211356, 7.55, 359.39, 148.93, 34.63, 44.01, 39.50, 8.63, 359.21, 150.44, 44.3, 17.7, 57.289958, -2.008920, 14.60, 2.12, 10, 90, 04/21/2013 13:23:44   , 
213595, 1.53, 351.92, 25.63, 38.10, 54.22, 44.77, 1.58, 349.73, 25.74, -999, -999, 57.289920, -2.008890, 13.90, 2.17, 10, 90, 04/21/2013 13:23:49   , 
216966, 3.15, 358.33, 41.98, 33.62, 49.67, 42.76, 4.73, 358.20, 43.43, 43.6, 17.5, 57.289890, -2.008860, 13.90, 2.76, 10, 90, 04/21/2013 13:23:52   , 
219190, 0.95, 357.60, 44.02, 37.20, 46.62, 41.56, 1.12, 356.84, 44.52, 44.2, 17.3, 57.289859, -2.008850, 14.00, 2.72, 10, 90, 04/21/2013 13:23:55   , 
221435, 6.90, 359.39, 219.91, 38.40, 50.26, 46.17, 7.84, 359.23, 220.83, 44.4, 16.7, 57.289821, -2.008820, 14.30, 3.14, 10, 90, 04/21/2013 13:23:58   , 
224198, 12.63, 359.37, 148.72, 38.77, 44.12, 40.36, 14.91, 359.22, 149.40, 44.3, 16.6, 57.289779, -2.008800, 13.50, 2.46, 10, 90, 04/21/2013 13:24:02   , 
226456, 7.28, 359.26, 37.82, 38.40, 45.57, 44.18, 8.63, 359.22, 38.09, 44.5, 16.1, 57.289760, -2.008790, 12.80, 2.51, 10, 90, 04/21/2013 13:24:04   , 
228733, 13.17, 360.00, 213.66, 29.95, 44.48, 35.59, 14.62, 360.00, 209.77, -999, -999, 57.289710, -2.008730, 11.80, 2.64, 10, 90, 04/21/2013 13:24:09   , 
232102, 3.14, 356.26, 41.54, 36.42, 48.01, 37.78, 3.87, 356.63, 43.48, -999, -999, 57.289661, -2.008680, 11.70, 3.54, 10, 90, 04/21/2013 13:24:14   , 
235535, 2.45, 349.58, 9.01, 33.02, 37.38, 35.67, 3.76, 345.79, 12.24, 46.3, 15.2, 57.289638, -2.008630, 11.40, 2.19, 10, 90, 04/21/2013 13:24:17   , 
237757, 3.42, 357.42, 42.19, 36.27, 43.37, 38.70, 4.66, 356.66, 43.96, 48.5, 14.8, 57.289630, -2.008590, 11.30, 2.43, 10, 90, 04/21/2013 13:24:20   , 
240344, 1.86, 359.71, 54.33, 35.51, 45.92, 40.85, 1.80, 359.64, 55.96, 48.7, 14.9, 57.289611, -2.008540, 11.10, 2.66, 10, 90, 04/21/2013 13:24:23   , 
242580, 1.41, 355.87, 266.68, 33.56, 43.50, 40.05, 1.67, 355.54, 266.67, 49.5, 15.0, 57.289600, -2.008490, 11.10, 2.66, 10, 90, 04/21/2013 13:24:26   , 
244862, 4.02, 358.16, 215.20, 32.69, 44.83, 41.30, 4.70, 357.14, 215.54, 50.0, 15.2, 57.289581, -2.008440, 11.20, 3.10, 10, 90, 04/21/2013 13:24:29   , 
247102, 10.96, 358.24, 204.25, 35.01, 49.00, 42.00, 11.69, 357.94, 205.24, -999, -999, 57.289550, -2.008350, 10.40, 2.34, 10, 90, 04/21/2013 13:24:34   , 
250503, 1.22, 358.52, 12.52, 38.40, 47.64, 40.83, 1.31, 358.20, 14.49, 50.0, 15.3, 57.289539, -2.008300, 10.30, 3.00, 10, 90, 04/21/2013 13:24:37   , 
252726, 1.06, 352.46, 18.37, 36.06, 46.42, 37.65, 1.24, 350.72, 20.41, 50.9, 15.4, 57.289531, -2.008250, 10.60, 2.58, 10, 90, 04/21/2013 13:24:40   , 
254964, 8.13, 355.55, 119.55, 39.05, 47.46, 43.98, 9.40, 354.52, 120.51, 51.1, 15.5, 57.289520, -2.008210, 10.50, 2.90, 10, 90, 04/21/2013 13:24:43   , 
257705, 6.27, 354.49, 212.52, 37.58, 48.16, 40.72, 7.62, 354.21, 211.39, 51.0, 15.4, 57.289489, -2.008120, 10.00, 2.84, 10, 90, 04/21/2013 13:24:47   , 
259961, 4.76, 355.09, 26.23, 39.05, 45.74, 44.33, 5.87, 354.25, 26.14, 51.2, 15.5, 57.289489, -2.008070, 10.00, 3.84, 10, 90, 04/21/2013 13:24:49   , 
262227, 1.27, 355.17, 62.49, 38.27, 49.11, 42.13, 1.61, 355.82, 64.60, 51.1, 15.4, 57.289478, -2.007980, 9.80, 3.07, 10, 90, 04/21/2013 13:24:53   , 
264825, 1.40, 356.50, 47.33, 36.68, 52.07, 42.88, 1.27, 355.30, 49.05, 51.2, 15.4, 57.289470, -2.007920, 9.60, 3.07, 11, 80, 04/21/2013 13:24:56   , 
267103, 9.85, 359.36, 79.28, 40.17, 49.49, 42.45, 10.40, 359.28, 80.60, 51.4, 15.4, 57.289459, -2.007850, 9.70, 3.18, 11, 80, 04/21/2013 13:24:59   , 
269339, 9.51, 356.89, 79.47, 35.03, 49.72, 40.11, 12.49, 355.57, 81.67, -999, -999, 57.289440, -2.007740, 9.40, 3.15, 11, 80, 04/21/2013 13:25:04   , 
272715, 10.54, 355.89, 53.33, 32.16, 42.27, 38.52, 12.79, 353.48, 56.39, 51.8, 15.4, 57.289428, -2.007670, 9.90, 2.85, 11, 80, 04/21/2013 13:25:07   , 
274936, 1.01, 359.70, 11.67, 34.32, 44.15, 37.78, 1.04, 359.56, 13.21, 54.2, 15.4, 57.289428, -2.007640, 10.20, 0.14, 11, 80, 04/21/2013 13:25:10   , 
277520, 6.52, 359.45, 13.62, 31.05, 37.86, 36.56, 8.77, 359.22, 16.36, 53.6, 15.4, 57.289428, -2.007630, 10.30, 0.09, 11, 80, 04/21/2013 13:25:13   , 
279760, 4.40, 10.16, 6.85, 33.75, 40.68, 40.18, 5.78, 14.69, 8.10, 53.4, 15.4, 57.289428, -2.007620, 10.30, 0.09, 11, 80, 04/21/2013 13:25:16   , 
282028, 1.12, 360.00, 202.78, 35.82, 44.68, 40.90, 1.46, 360.00, 203.52, 53.3, 15.4, 57.289428, -2.007580, 10.40, 1.71, 10, 90, 04/21/2013 13:25:19   , 
284265, 3.37, 359.74, 32.90, 33.63, 43.26, 34.90, 3.58, 359.69, 37.43, 52.9, 15.3, 57.289421, -2.007530, 10.60, 2.03, 11, 80, 04/21/2013 13:25:23   , 
287148, 5.77, 355.58, 198.80, 35.18, 43.60, 37.53, 6.06, 355.21, 197.69, 53.6, 15.3, 57.289409, -2.007460, 10.00, 2.03, 11, 80, 04/21/2013 13:25:26   , 
289427, 6.86, 358.18, 260.85, 38.88, 46.51, 40.16, 7.88, 357.90, 260.80, 53.7, 15.4, 57.289398, -2.007390, 10.20, 3.06, 11, 80, 04/21/2013 13:25:29   , 
291663, 4.72, 354.94, 92.08, 34.39, 49.22, 39.83, 6.87, 353.70, 94.70, 53.4, 15.4, 57.289390, -2.007290, 10.00, 3.14, 11, 80, 04/21/2013 13:25:33   , 
294540, 1.89, 356.99, 81.09, 35.18, 43.51, 37.74, 2.67, 356.59, 84.58, 53.4, 15.3, 57.289379, -2.007230, 10.30, 3.14, 11, 80, 04/21/2013 13:25:36   , 
296824, 2.51, 349.70, 19.80, 33.20, 41.84, 39.17, 3.07, 347.79, 22.02, 53.5, 15.4, 57.289379, -2.007180, 10.50, 2.09, 11, 80, 04/21/2013 13:25:39   , 
299068, 5.87, 356.84, 271.70, 30.93, 39.14, 37.52, 8.35, 356.05, 271.04, -999, -999, 57.289360, -2.007120, 10.40, 0.75, 11, 80, 04/21/2013 13:25:44   , 
302456, 3.12, 349.06, 179.14, 30.26, 40.03, 38.61, 3.86, 346.95, 179.62, 52.5, 15.3, 57.289360, -2.007100, 10.70, 2.27, 11, 80, 04/21/2013 13:25:47   , 
304687, 2.76, 356.51, 36.42, 33.13, 43.24, 38.58, 3.14, 354.66, 38.76, 52.6, 15.3, 57.289329, -2.007060, 10.70, 2.38, 11, 80, 04/21/2013 13:25:50   , 
307239, 6.04, 358.39, 61.72, 34.88, 40.55, 37.70, 8.63, 357.89, 64.44, 52.7, 15.3, 57.289321, -2.007020, 10.90, 2.27, 11, 80, 04/21/2013 13:25:53   , 
309481, 5.94, 355.89, 192.05, 31.98, 40.65, 37.68, 7.82, 354.90, 193.23, 52.6, 15.3, 57.289299, -2.006980, 10.90, 2.67, 11, 80, 04/21/2013 13:25:56   , 
311767, 1.87, 355.91, 11.61, 32.76, 38.47, 34.61, 2.82, 354.22, 15.62, 52.5, 15.3, 57.289291, -2.006940, 11.00, 2.38, 11, 80, 04/21/2013 13:25:59   , 
314003, 0.81, 353.31, 100.17, 32.30, 37.61, 35.70, 1.28, 351.34, 103.33, 52.7, 15.3, 57.289268, -2.006880, 10.90, 2.15, 11, 80, 04/21/2013 13:26:03   , 
316771, 5.05, 357.36, 138.61, 28.75, 41.44, 40.09, 6.34, 355.19, 138.76, 52.7, 15.3, 57.289249, -2.006830, 10.60, 2.15, 11, 80, 04/21/2013 13:26:06   , 
319043, 1.70, 355.17, 40.49, 27.08, 43.85, 38.14, 2.24, 354.88, 43.74, 52.6, 15.2, 57.289249, -2.006790, 10.20, 1.84, 11, 80, 04/21/2013 13:26:09   , 
321276, 2.88, 356.58, 78.31, 30.34, 41.53, 37.88, 3.55, 355.43, 80.19, 52.7, 15.1, 57.289218, -2.006730, 9.40, 2.36, 10, 90, 04/21/2013 13:26:13   , 
324154, 2.85, 357.58, 272.22, 34.77, 41.16, 36.33, 3.65, 356.86, 271.66, 52.6, 15.0, 57.289211, -2.006700, 8.20, 2.36, 10, 80, 04/21/2013 13:26:16   , 
326418, 0.29, 16.06, 11.18, 31.70, 39.23, 36.21, 0.36, 21.87, 15.17, 52.6, 14.8, 57.289188, -2.006660, 7.50, 2.72, 10, 80, 04/21/2013 13:26:19   , 
328649, 0.29, 358.24, 102.94, 32.59, 42.14, 37.07, 0.39, 357.93, 103.81, 53.2, 14.8, 57.289188, -2.006600, 7.00, 1.93, 9, 100, 04/21/2013 13:26:23   , 
331573, 0.30, 7.13, 6.19, 35.68, 39.34, 38.73, 0.42, 9.39, 7.71, 53.2, 14.8, 57.289180, -2.006580, 7.30, 1.93, 10, 80, 04/21/2013 13:26:26   , 
333834, 2.69, 8.91, 6.58, 33.83, 39.64, 36.47, 3.52, 13.16, 8.95, 53.4, 14.7, 57.289180, -2.006570, 7.50, 1.31, 11, 80, 04/21/2013 13:26:29   , 
336067, 0.28, 353.87, 10.70, 32.06, 38.25, 36.05, 0.44, 351.87, 14.25, 54.1, 14.7, 57.289180, -2.006530, 7.80, 0.90, 11, 80, 04/21/2013 13:26:33   , 
338993, 0.27, 13.19, 3.79, 30.24, 36.91, 33.70, 0.40, 21.54, 5.59, 54.1, 14.7, 57.289161, -2.006500, 8.10, 0.90, 11, 80, 04/21/2013 13:26:36   , 
