Time, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec, Date/Time, 
1344474, 3.81, 356.60, 147.33, 34.32, 41.63, 37.74, 4.34, 355.46, 148.99, 69.4, 10.5, 57.290679, -2.005640, 17.70, 2.36, 9, 120, 04/21/2013 13:49:08   , 
1347399, 9.96, 359.30, 93.56, 30.26, 42.49, 39.40, 10.92, 359.23, 96.01, 69.3, 10.5, 57.290649, -2.005670, 17.90, 2.36, 9, 120, 04/21/2013 13:49:11   , 
1349668, 4.11, 355.10, 101.80, 33.50, 42.48, 37.03, 5.38, 353.38, 101.36, 69.1, 10.5, 57.290618, -2.005690, 17.50, 3.03, 8, 120, 04/21/2013 13:49:14   , 
1351909, 8.90, 353.29, 270.38, 31.69, 41.61, 35.75, 13.02, 351.92, 266.78, 68.6, 10.5, 57.290569, -2.005700, 17.00, 2.43, 8, 120, 04/21/2013 13:49:18   , 
1354858, 3.56, 358.54, 187.19, 32.43, 42.56, 36.68, 4.21, 358.05, 184.91, 68.6, 10.5, 57.290538, -2.005730, 17.20, 3.02, 8, 120, 04/21/2013 13:49:21   , 
1357120, 8.77, 353.00, 105.66, 32.65, 44.29, 40.58, 10.27, 352.83, 108.03, 68.4, 10.5, 57.290508, -2.005740, 17.10, 1.81, 9, 120, 04/21/2013 13:49:24   , 
1359357, 5.17, 360.00, 267.74, 30.51, 38.23, 36.94, 6.90, 360.00, 266.95, 67.3, 10.4, 57.290481, -2.005770, 16.30, 2.14, 9, 120, 04/21/2013 13:49:28   , 
1362288, 1.33, 359.68, 26.06, 32.57, 39.87, 34.90, 2.08, 359.57, 28.46, 67.8, 10.4, 57.290451, -2.005800, 16.00, 2.14, 9, 120, 04/21/2013 13:49:31   , 
1364557, 5.36, 355.12, 81.83, 31.36, 42.95, 35.14, 7.34, 352.32, 87.87, 67.7, 10.3, 57.290420, -2.005840, 15.40, 4.53, 9, 120, 04/21/2013 13:49:34   , 
1366793, 1.02, 341.83, 12.30, 32.09, 41.77, 40.02, 1.25, 335.28, 13.95, 67.4, 10.4, 57.290390, -2.005890, 15.20, 2.62, 9, 120, 04/21/2013 13:49:38   , 
1369722, 5.03, 360.00, 78.90, 33.88, 45.61, 38.90, 6.42, 360.00, 79.46, 68.0, 10.3, 57.290359, -2.005920, 15.20, 2.62, 9, 120, 04/21/2013 13:49:41   , 
1371990, 2.41, 355.14, 105.16, 30.88, 42.95, 40.50, 3.22, 354.78, 107.63, 68.1, 10.3, 57.290309, -2.005960, 15.10, 3.15, 9, 120, 04/21/2013 13:49:44   , 
1374227, 1.40, 360.00, 12.96, 33.27, 44.86, 43.00, 1.71, 360.00, 13.77, 68.0, 10.3, 57.290260, -2.005970, 14.80, 3.36, 9, 120, 04/21/2013 13:49:48   , 
1377141, 3.79, 353.96, 275.42, 30.83, 41.86, 38.27, 5.16, 353.02, 274.35, 68.6, 10.3, 57.290241, -2.005990, 14.80, 2.53, 9, 120, 04/21/2013 13:49:51   , 
1379397, 0.25, 359.69, 102.16, 34.22, 43.22, 37.80, 0.35, 359.57, 104.22, 69.0, 10.4, 57.290229, -2.006050, 14.90, 3.03, 9, 120, 04/21/2013 13:49:54   , 
1381639, 6.10, 357.98, 314.80, 34.43, 42.26, 37.23, 7.93, 357.17, 313.81, 69.0, 10.4, 57.290191, -2.006110, 15.10, 2.90, 9, 120, 04/21/2013 13:49:58   , 
1384623, 2.39, 352.74, 136.49, 34.05, 41.19, 34.92, 3.20, 349.73, 136.82, 69.0, 10.4, 57.290168, -2.006130, 15.90, 2.68, 9, 120, 04/21/2013 13:50:01   , 
1386881, 2.90, 355.42, 29.90, 34.75, 42.24, 38.73, 3.86, 353.82, 30.66, 69.1, 10.4, 57.290138, -2.006160, 15.70, 1.97, 8, 120, 04/21/2013 13:50:04   , 
1389119, 0.25, 15.98, 4.29, 26.01, 36.04, 31.61, 0.40, 30.40, 7.12, -999, -999, 57.290130, -2.006170, 16.20, 0.30, 9, 120, 04/21/2013 13:50:09   , 
1392577, 5.19, 359.71, 16.16, 28.15, 37.20, 30.21, 8.24, 359.46, 24.36, 68.4, 10.5, 57.290130, -2.006170, 16.20, 0.67, 9, 120, 04/21/2013 13:50:12   , 
1394802, 8.31, 15.47, 9.92, 30.60, 36.04, 31.68, 13.83, 20.83, 15.81, 68.8, 10.5, 57.290130, -2.006170, 16.30, 0.12, 9, 120, 04/21/2013 13:50:15   , 
1397056, 3.88, 353.26, 33.97, 29.91, 35.98, 32.24, 6.58, 349.02, 40.07, 68.4, 10.4, 57.290119, -2.006180, 15.70, 2.16, 9, 120, 04/21/2013 13:50:18   , 
1399654, 1.13, 17.71, 6.22, 31.00, 39.90, 34.72, 1.76, 25.31, 8.17, 68.4, 10.4, 57.290088, -2.006200, 15.60, 2.16, 9, 120, 04/21/2013 13:50:21   , 
1401905, 0.76, 350.50, 181.07, 32.25, 38.28, 34.16, 1.19, 345.49, 180.73, 68.3, 10.4, 57.290069, -2.006230, 16.20, 2.04, 9, 120, 04/21/2013 13:50:24   , 
1404144, 1.81, 16.01, 9.01, 24.87, 35.90, 29.24, 2.51, 24.32, 16.82, 68.1, 10.4, 57.290050, -2.006250, 16.20, 1.08, 9, 120, 04/21/2013 13:50:28   , 
1407110, 5.63, 355.83, 83.78, 29.36, 37.29, 34.13, 8.65, 352.61, 88.96, 68.6, 10.4, 57.290031, -2.006270, 15.90, 2.42, 9, 120, 04/21/2013 13:50:31   , 
1409360, 15.99, 360.00, 226.26, 31.01, 39.05, 34.17, 20.47, 360.00, 227.23, 69.0, 10.4, 57.290008, -2.006290, 16.00, 2.45, 9, 120, 04/21/2013 13:50:34   , 
1411606, 1.91, 355.78, 182.28, 32.25, 39.32, 34.38, 2.33, 354.36, 182.47, -999, -999, 57.289958, -2.006340, 15.60, 2.59, 9, 120, 04/21/2013 13:50:39   , 
1415055, 2.08, 359.46, 319.65, 33.69, 39.42, 36.06, 2.92, 359.28, 319.05, 68.4, 10.5, 57.289928, -2.006380, 15.60, 2.72, 9, 120, 04/21/2013 13:50:42   , 
1417282, 1.97, 360.00, 99.55, 33.50, 40.51, 34.87, 2.97, 360.00, 101.15, 68.7, 10.5, 57.289901, -2.006400, 15.30, 2.54, 9, 120, 04/21/2013 13:50:45   , 
1419529, 3.55, 352.84, 61.19, 30.58, 40.69, 36.88, 5.99, 351.11, 63.71, 68.9, 10.5, 57.289871, -2.006430, 15.20, 2.80, 9, 120, 04/21/2013 13:50:48   , 
1422106, 2.04, 357.02, 134.88, 30.48, 36.61, 35.03, 2.80, 354.94, 134.72, 68.9, 10.5, 57.289848, -2.006470, 15.40, 2.57, 9, 120, 04/21/2013 13:50:51   , 
1424359, 2.92, 358.89, 21.45, 32.03, 38.18, 35.83, 4.67, 358.59, 24.53, 68.7, 10.5, 57.289829, -2.006510, 15.90, 2.52, 9, 120, 04/21/2013 13:50:54   , 
1426601, 1.96, 359.76, 78.96, 30.88, 42.36, 38.91, 2.55, 359.65, 80.68, -999, -999, 57.289791, -2.006590, 15.70, 3.02, 9, 120, 04/21/2013 13:50:59   , 
1430065, 7.91, 360.00, 52.84, 30.93, 39.97, 34.95, 11.38, 360.00, 58.94, 67.8, 10.5, 57.289768, -2.006650, 15.10, 2.69, 9, 120, 04/21/2013 13:51:02   , 
1432291, 3.63, 358.83, 187.48, 32.93, 41.60, 37.95, 4.57, 358.42, 188.58, 68.0, 10.5, 57.289760, -2.006700, 15.40, 2.70, 9, 120, 04/21/2013 13:51:05   , 
1434542, 9.25, 360.00, 111.24, 28.65, 40.90, 37.63, 11.47, 360.00, 113.77, 67.8, 10.5, 57.289741, -2.006760, 15.20, 2.75, 9, 120, 04/21/2013 13:51:08   , 
1437136, 2.59, 358.85, 190.40, 27.84, 38.37, 36.44, 3.43, 358.42, 191.61, 67.8, 10.5, 57.289718, -2.006810, 14.80, 2.93, 9, 120, 04/21/2013 13:51:11   , 
1439403, 11.10, 360.00, 90.03, 33.86, 41.59, 36.65, 16.05, 360.00, 93.28, 67.5, 10.5, 57.289699, -2.006860, 14.80, 3.08, 9, 120, 04/21/2013 13:51:14   , 
1441648, 1.18, 357.08, 52.17, 30.09, 43.01, 38.34, 2.03, 355.68, 55.13, -999, -999, 57.289649, -2.006950, 14.50, 2.87, 9, 120, 04/21/2013 13:51:19   , 
1445098, 0.75, 360.00, 57.83, 33.08, 38.62, 35.78, 1.14, 360.00, 60.58, 66.9, 10.4, 57.289638, -2.007000, 14.20, 2.04, 9, 120, 04/21/2013 13:51:22   , 
1447324, 0.70, 354.45, 279.39, 32.18, 40.83, 38.44, 1.02, 351.65, 278.51, 67.4, 10.4, 57.289619, -2.007040, 13.90, 2.64, 9, 120, 04/21/2013 13:51:25   , 
1449574, 1.43, 359.72, 119.89, 31.90, 42.08, 37.44, 1.82, 359.61, 122.13, 67.4, 10.4, 57.289600, -2.007100, 13.60, 2.62, 9, 120, 04/21/2013 13:51:28   , 
1452158, 7.47, 355.46, 38.94, 26.92, 41.42, 38.16, 8.58, 351.37, 41.08, 67.5, 10.4, 57.289581, -2.007140, 13.00, 3.10, 9, 120, 04/21/2013 13:51:31   , 
1454412, 5.11, 355.10, 107.59, 35.57, 42.89, 39.67, 6.61, 354.44, 109.38, 67.8, 10.4, 57.289569, -2.007190, 13.00, 2.74, 9, 120, 04/21/2013 13:51:34   , 
1456654, 2.50, 357.32, 13.13, 32.31, 47.97, 40.14, 3.63, 357.58, 14.88, 68.2, 10.4, 57.289569, -2.007230, 13.30, 3.14, 9, 120, 04/21/2013 13:51:38   , 
1459610, 10.84, 357.64, 50.91, 33.26, 43.11, 38.37, 11.56, 356.40, 54.24, 68.2, 10.4, 57.289550, -2.007300, 13.40, 2.75, 9, 120, 04/21/2013 13:51:41   , 
1461871, 8.75, 357.88, 147.21, 34.32, 42.93, 38.49, 12.70, 357.01, 148.56, 68.1, 10.4, 57.289550, -2.007360, 13.30, 3.34, 9, 120, 04/21/2013 13:51:44   , 
1464115, 8.52, 356.74, 38.91, 29.58, 39.12, 34.24, 10.51, 354.94, 44.70, 68.0, 10.4, 57.289550, -2.007430, 11.90, 0.44, 9, 120, 04/21/2013 13:51:48   , 
1467098, 6.44, 8.49, 7.12, 37.64, 38.73, 37.97, 8.18, 10.95, 9.09, 68.0, 10.4, 57.289539, -2.007430, 11.40, 0.23, 9, 120, 04/21/2013 13:51:51   , 
1469341, 6.28, 9.60, 8.38, 34.14, 37.47, 35.32, 8.29, 13.36, 11.80, 68.3, 10.5, 57.289539, -2.007440, 11.30, 0.13, 9, 120, 04/21/2013 13:51:54   , 
1471576, 7.74, 8.93, 8.35, 34.38, 35.72, 34.79, 10.93, 12.36, 11.93, 67.9, 10.5, 57.289539, -2.007440, 11.10, 0.02, 9, 120, 04/21/2013 13:51:58   , 
1474549, 3.58, 358.66, 100.29, 33.07, 51.80, 43.24, 5.48, 358.35, 99.10, 68.5, 10.5, 57.289539, -2.007460, 11.10, 2.20, 9, 120, 04/21/2013 13:52:01   , 
1476824, 1.91, 350.36, 98.49, 32.01, 39.20, 37.16, 2.84, 348.23, 101.17, 68.7, 10.6, 57.289520, -2.007490, 11.50, 1.94, 9, 120, 04/21/2013 13:52:04   , 
1479066, 7.13, 355.11, 144.82, 32.83, 43.65, 38.50, 8.63, 353.90, 146.41, -999, -999, 57.289508, -2.007570, 12.20, 2.76, 9, 120, 04/21/2013 13:52:09   , 
1482559, 1.02, 359.71, 64.03, 33.51, 42.91, 38.83, 1.54, 359.57, 66.63, 67.8, 10.6, 57.289508, -2.007640, 12.50, 2.77, 9, 120, 04/21/2013 13:52:12   , 
1484784, 0.88, 359.02, 196.81, 34.12, 42.07, 37.01, 0.98, 358.68, 197.77, 68.3, 10.6, 57.289508, -2.007700, 13.20, 2.61, 9, 120, 04/21/2013 13:52:15   , 
1487038, 9.71, 358.53, 195.61, 34.88, 43.15, 36.56, 12.70, 358.33, 195.09, -999, -999, 57.289508, -2.007780, 13.90, 2.69, 9, 120, 04/21/2013 13:52:19   , 
1490417, 1.23, 358.57, 102.17, 34.97, 42.34, 38.52, 1.46, 358.08, 102.81, -999, -999, 57.289508, -2.007870, 14.60, 2.98, 9, 120, 04/21/2013 13:52:24   , 
1493847, 12.12, 359.73, 289.92, 34.13, 40.63, 36.61, 14.20, 359.65, 290.43, 68.0, 10.7, 57.289508, -2.007940, 14.80, 2.70, 9, 120, 04/21/2013 13:52:27   , 
1496075, 10.59, 359.38, 286.41, 33.30, 40.88, 37.41, 14.55, 359.09, 285.47, 68.5, 10.7, 57.289508, -2.008000, 15.00, 3.04, 9, 120, 04/21/2013 13:52:30   , 
1498324, 2.35, 358.60, 105.69, 32.23, 40.65, 33.63, 3.52, 358.37, 106.93, 68.0, 10.7, 57.289520, -2.008060, 15.10, 3.23, 9, 120, 04/21/2013 13:52:33   , 
1500914, 3.90, 357.96, 204.18, 33.90, 40.55, 35.94, 4.57, 357.05, 205.84, 67.9, 10.7, 57.289531, -2.008120, 15.40, 2.66, 9, 120, 04/21/2013 13:52:36   , 
1503168, 2.96, 359.47, 94.88, 33.22, 42.06, 37.48, 3.28, 359.30, 94.84, 67.8, 10.6, 57.289539, -2.008180, 15.50, 3.14, 9, 120, 04/21/2013 13:52:39   , 
1505408, 4.20, 357.85, 103.56, 31.77, 42.12, 38.38, 5.53, 357.14, 104.41, 67.9, 10.7, 57.289558, -2.008260, 15.80, 3.03, 9, 120, 04/21/2013 13:52:43   , 
1508384, 2.79, 356.84, 183.95, 33.53, 41.86, 40.25, 3.63, 355.83, 184.46, 67.9, 10.7, 57.289558, -2.008310, 14.90, 3.03, 9, 120, 04/21/2013 13:52:46   , 
1510635, 6.21, 354.10, 81.60, 31.49, 41.84, 36.44, 7.97, 352.79, 84.44, 67.4, 10.4, 57.289581, -2.008360, 14.40, 3.19, 9, 120, 04/21/2013 13:52:49   , 
1512882, 14.51, 360.00, 165.74, 28.91, 43.93, 38.81, 16.70, 360.00, 165.66, 67.8, 10.3, 57.289600, -2.008450, 14.30, 3.36, 9, 120, 04/21/2013 13:52:53   , 
1515847, 0.29, 358.55, 141.76, 30.39, 41.37, 36.77, 0.38, 357.53, 143.44, 67.9, 10.3, 57.289619, -2.008510, 14.80, 3.04, 9, 120, 04/21/2013 13:52:56   , 
1518115, 0.24, 357.45, 222.84, 32.26, 39.81, 34.98, 0.37, 356.66, 222.07, 67.9, 10.4, 57.289630, -2.008570, 15.20, 3.20, 9, 120, 04/21/2013 13:52:59   , 
1520357, 2.90, 358.71, 52.81, 31.53, 40.07, 37.43, 4.59, 358.42, 56.99, 68.4, 10.4, 57.289661, -2.008650, 15.60, 2.99, 9, 120, 04/21/2013 13:53:03   , 
1523312, 1.78, 358.00, 93.14, 35.08, 44.83, 38.70, 2.54, 357.99, 95.85, 68.5, 10.4, 57.289680, -2.008700, 15.90, 3.16, 9, 120, 04/21/2013 13:53:06   , 
1525578, 1.22, 358.33, 286.00, 33.12, 41.90, 39.16, 1.70, 357.83, 285.49, 68.5, 10.5, 57.289710, -2.008740, 16.10, 3.16, 9, 120, 04/21/2013 13:53:09   , 
1527817, 0.25, 353.13, 26.26, 31.59, 43.56, 34.08, 0.39, 352.34, 29.27, 68.1, 10.1, 57.289741, -2.008780, 15.30, 2.51, 9, 120, 04/21/2013 13:53:13   , 
1530792, 4.17, 354.16, 274.13, 31.18, 41.45, 40.31, 6.87, 353.33, 273.30, 68.2, 10.1, 57.289768, -2.008810, 15.10, 3.15, 9, 120, 04/21/2013 13:53:16   , 
1533037, 8.13, 359.36, 83.36, 33.14, 41.57, 38.68, 11.38, 359.24, 86.33, 68.1, 9.8, 57.289810, -2.008830, 15.10, 2.87, 9, 120, 04/21/2013 13:53:19   , 
1535279, 6.57, 357.41, 165.51, 32.25, 42.44, 38.08, 9.06, 356.72, 167.55, 68.4, 9.8, 57.289840, -2.008850, 15.10, 2.13, 9, 120, 04/21/2013 13:53:23   , 
1538260, 0.30, 358.58, 42.18, 33.28, 40.69, 38.17, 0.35, 358.05, 44.94, 68.9, 9.8, 57.289871, -2.008880, 14.50, 3.13, 9, 120, 04/21/2013 13:53:26   , 
1540512, 3.85, 358.64, 201.79, 34.10, 40.55, 36.13, 4.99, 358.04, 202.48, 69.3, 9.9, 57.289901, -2.008910, 13.80, 1.60, 9, 120, 04/21/2013 13:53:29   , 
1542751, 3.30, 358.43, 51.55, 33.46, 43.43, 35.62, 4.46, 357.91, 52.97, 69.4, 9.8, 57.289928, -2.008930, 13.30, 2.09, 9, 120, 04/21/2013 13:53:33   , 
1545738, 7.64, 356.46, 31.14, 31.96, 42.89, 40.02, 9.87, 354.33, 33.27, 69.4, 9.8, 57.289958, -2.008950, 13.50, 2.09, 9, 120, 04/21/2013 13:53:36   , 
1548001, 11.94, 360.00, 225.13, 33.50, 46.10, 36.65, 14.22, 360.00, 226.74, 69.7, 9.9, 57.289981, -2.008970, 13.40, 2.07, 9, 120, 04/21/2013 13:53:39   , 
1550244, 1.31, 356.42, 147.40, 31.79, 41.37, 39.42, 1.95, 355.53, 148.38, 69.6, 9.6, 57.290008, -2.008990, 13.40, 1.47, 9, 120, 04/21/2013 13:53:43   , 
1553182, 4.67, 356.76, 73.85, 31.55, 52.10, 40.14, 6.93, 355.56, 75.74, 69.7, 9.6, 57.290019, -2.009000, 11.80, 0.12, 9, 120, 04/21/2013 13:53:46   , 
1555431, 0.33, 360.00, 190.25, 30.12, 43.63, 37.97, 0.38, 360.00, 190.93, 70.0, 9.7, 57.290019, -2.009010, 11.90, 0.18, 9, 120, 04/21/2013 13:53:49   , 
1557678, 0.27, 355.83, 8.48, 30.47, 43.23, 38.43, 0.40, 354.41, 10.14, 70.0, 9.6, 57.290031, -2.009010, 11.10, 0.96, 9, 120, 04/21/2013 13:53:53   , 
1560655, 4.57, 16.84, 5.51, 30.67, 37.95, 31.36, 7.59, 21.68, 8.89, 70.0, 9.6, 57.290031, -2.009040, 11.60, 0.43, 9, 120, 04/21/2013 13:53:56   , 
1562897, 2.27, 358.44, 28.10, 26.67, 35.13, 29.89, 3.41, 357.42, 36.34, 70.2, 9.6, 57.290031, -2.009060, 12.20, 2.03, 9, 120, 04/21/2013 13:53:59   , 
1565139, 6.70, 359.75, 146.00, 24.26, 38.42, 32.91, 14.27, 359.45, 148.41, 70.8, 9.6, 57.290031, -2.009140, 12.70, 2.83, 9, 120, 04/21/2013 13:54:03   , 
1568122, 2.25, 357.67, 140.16, 24.44, 38.29, 35.73, 3.39, 357.03, 140.75, 70.8, 9.6, 57.290031, -2.009200, 13.30, 2.74, 9, 120, 04/21/2013 13:54:06   , 
1570381, 11.31, 23.36, 18.45, 45.00, 52.13, 51.68, 11.31, 19.06, 14.76, 71.2, 9.7, 57.290019, -2.009200, 14.00, 0.85, 9, 120, 04/21/2013 13:54:09   , 
1572615, 35.35, 36.01, 35.73, 56.21, 56.57, 56.52, 25.14, 25.68, 25.45, 72.5, 9.9, 57.290031, -2.009190, 14.60, 0.13, 9, 120, 04/21/2013 13:54:13   , 
1575585, 35.35, 35.79, 35.67, 56.21, 56.87, 56.40, 24.97, 25.68, 25.49, 72.6, 10.0, 57.290031, -2.009180, 14.90, 0.13, 9, 120, 04/21/2013 13:54:16   , 
1577857, 35.35, 36.17, 35.88, 56.41, 56.72, 56.56, 25.14, 25.68, 25.53, 73.1, 10.0, 57.290031, -2.009180, 15.30, 0.07, 9, 120, 04/21/2013 13:54:19   , 
1580093, 35.35, 35.54, 35.37, 56.26, 56.87, 56.56, 24.97, 25.51, 25.12, 73.5, 10.1, 57.290039, -2.009180, 16.00, 0.07, 9, 120, 04/21/2013 13:54:23   , 
1583013, 35.35, 35.79, 35.60, 56.41, 56.72, 56.59, 24.97, 25.50, 25.29, 73.5, 10.1, 57.290039, -2.009180, 16.50, 0.07, 9, 120, 04/21/2013 13:54:26   , 
1585283, 35.29, 36.01, 35.72, 56.01, 56.72, 56.56, 25.14, 25.51, 25.40, 73.6, 10.2, 57.290039, -2.009180, 17.00, 0.07, 9, 120, 04/21/2013 13:54:29   , 
1587514, 35.35, 35.95, 35.49, 56.41, 56.87, 56.54, 24.97, 25.50, 25.23, 73.6, 10.3, 57.290039, -2.009180, 17.60, 0.06, 9, 120, 04/21/2013 13:54:33   , 
1590430, 35.35, 36.01, 35.82, 56.41, 56.87, 56.56, 24.97, 25.68, 25.49, 73.6, 10.3, 57.290039, -2.009180, 18.00, 0.06, 9, 120, 04/21/2013 13:54:36   , 
1592696, 35.35, 35.79, 35.47, 56.51, 56.72, 56.56, 24.97, 25.50, 25.20, 73.5, 10.3, 57.290050, -2.009180, 18.40, 0.09, 9, 120, 04/21/2013 13:54:39   , 
1594939, 33.23, 36.11, 35.43, 55.27, 56.72, 56.36, 24.43, 25.58, 25.34, 72.7, 10.4, 57.290050, -2.009180, 18.80, 0.09, 9, 120, 04/21/2013 13:54:43   , 
1597887, 35.04, 36.22, 35.72, 56.21, 56.57, 56.42, 25.14, 25.86, 25.52, 73.2, 10.4, 57.290050, -2.009180, 19.10, 0.06, 9, 120, 04/21/2013 13:54:46   , 
1600140, 35.48, 35.79, 35.75, 56.11, 56.67, 56.46, 25.14, 25.58, 25.51, 73.1, 10.4, 57.290050, -2.009180, 19.20, 0.07, 8, 130, 04/21/2013 13:54:49   , 
1602380, 35.04, 35.79, 35.67, 55.90, 56.57, 56.48, 25.14, 25.68, 25.43, -999, -999, 57.290050, -2.009170, 19.80, 0.37, 9, 120, 04/21/2013 13:54:54   , 
1605874, 35.32, 37.28, 35.77, 54.35, 58.07, 57.00, 24.37, 28.63, 25.07, 72.4, 10.5, 57.290050, -2.009180, 19.80, 0.38, 8, 130, 04/21/2013 13:54:57   , 
1608098, 35.35, 36.03, 35.47, 56.21, 56.72, 56.47, 25.14, 25.87, 25.27, 72.7, 10.5, 57.290050, -2.009180, 20.00, 0.18, 9, 120, 04/21/2013 13:55:00   , 
1610352, 35.35, 36.01, 35.81, 56.41, 56.82, 56.54, 24.97, 25.76, 25.49, -999, -999, 57.290050, -2.009190, 19.40, 0.59, 9, 120, 04/21/2013 13:55:04   , 
1613690, 35.35, 36.01, 35.79, 56.36, 56.72, 56.58, 25.14, 25.68, 25.44, 72.1, 10.6, 57.290050, -2.009200, 19.20, 0.13, 9, 120, 04/21/2013 13:55:08   , 
1616634, 34.90, 37.03, 35.45, 56.06, 56.97, 56.42, 24.97, 26.48, 25.30, 72.1, 10.6, 57.290058, -2.009210, 18.60, 0.40, 9, 120, 04/21/2013 13:55:11   , 
1618893, 33.25, 35.93, 34.24, 55.54, 56.51, 56.13, 23.84, 26.13, 24.56, 72.1, 10.7, 57.290069, -2.009210, 18.80, 1.50, 9, 120, 04/21/2013 13:55:14   , 
1621129, 34.21, 37.67, 36.46, 55.04, 57.36, 55.55, 24.79, 27.28, 26.88, 71.7, 10.7, 57.290100, -2.009200, 19.10, 2.50, 9, 120, 04/21/2013 13:55:18   , 
1624092, 34.26, 38.54, 37.26, 54.46, 56.82, 56.20, 25.86, 27.88, 26.99, 71.7, 10.7, 57.290111, -2.009220, 19.90, 2.57, 9, 120, 04/21/2013 13:55:21   , 
1626353, 36.81, 37.71, 37.44, 56.00, 57.82, 57.61, 25.61, 27.10, 25.91, 71.6, 10.8, 57.290130, -2.009280, 19.60, 3.29, 9, 120, 04/21/2013 13:55:24   , 
1628595, 38.07, 40.05, 39.37, 56.93, 58.34, 58.05, 26.05, 27.43, 27.10, 71.3, 10.8, 57.290138, -2.009410, 18.20, 7.47, 8, 130, 04/21/2013 13:55:28   , 
1631560, 36.38, 39.87, 37.49, 53.13, 58.97, 55.25, 24.76, 30.13, 28.04, 71.3, 10.8, 57.290138, -2.009670, 18.00, 7.47, 9, 120, 04/21/2013 13:55:31   , 
1633818, 31.92, 34.99, 32.67, 56.46, 58.36, 56.67, 21.08, 24.55, 22.87, 71.4, 10.9, 57.290149, -2.009940, 17.80, 8.71, 8, 120, 04/21/2013 13:55:34   , 
1636054, 32.63, 34.77, 34.22, 56.57, 57.59, 57.35, 22.15, 24.49, 23.55, 71.3, 10.9, 57.290161, -2.010030, 16.80, 0.03, 9, 120, 04/21/2013 13:55:38   , 
1639030, 37.53, 38.19, 38.01, 57.34, 58.31, 57.65, 25.86, 26.65, 26.34, 71.3, 10.9, 57.290149, -2.010030, 14.70, 0.03, 9, 120, 04/21/2013 13:55:41   , 
1641289, 37.53, 38.19, 37.77, 57.34, 58.34, 57.80, 25.60, 26.65, 26.01, 71.3, 11.0, 57.290130, -2.010030, 12.80, 0.31, 9, 120, 04/21/2013 13:55:44   , 
1643522, 37.73, 41.79, 41.19, 57.33, 58.69, 58.53, 26.39, 28.53, 28.18, 71.3, 11.1, 57.290130, -2.010040, 12.50, 3.73, 9, 120, 04/21/2013 13:55:48   , 
1646459, 37.03, 40.33, 39.74, 57.68, 59.54, 58.34, 25.26, 27.81, 27.15, 71.2, 11.0, 57.290149, -2.010150, 12.30, 6.58, 8, 130, 04/21/2013 13:55:51   , 
1648717, 35.44, 38.57, 36.39, 55.04, 60.41, 56.76, 22.49, 27.67, 25.81, 71.3, 11.1, 57.290199, -2.010300, 12.60, 7.81, 9, 120, 04/21/2013 13:55:54   , 
1650954, 34.28, 37.78, 36.17, 56.26, 58.54, 56.98, 23.90, 26.29, 25.41, 70.7, 11.2, 57.290260, -2.010490, 12.00, 6.52, 9, 120, 04/21/2013 13:55:58   , 
1653908, 36.38, 37.87, 37.30, 55.49, 59.44, 56.95, 24.56, 26.92, 26.36, 71.2, 11.1, 57.290298, -2.010610, 11.80, 6.52, 9, 120, 04/21/2013 13:56:01   , 
1656168, 35.66, 37.68, 35.86, 56.67, 58.23, 56.97, 24.83, 26.21, 25.17, 71.2, 11.2, 57.290321, -2.010690, 11.60, 3.16, 9, 120, 04/21/2013 13:56:04   , 
1658401, 37.08, 39.12, 38.18, 55.91, 57.74, 56.45, 26.57, 27.78, 27.54, 71.2, 11.3, 57.290351, -2.010780, 13.80, 5.65, 9, 120, 04/21/2013 13:56:08   , 
1661321, 35.04, 37.44, 35.42, 55.43, 57.61, 56.58, 24.79, 27.81, 25.14, 71.2, 11.3, 57.290359, -2.010920, 15.60, 7.07, 9, 120, 04/21/2013 13:56:11   , 
1663574, 33.23, 35.04, 34.57, 55.80, 56.51, 56.31, 23.76, 25.13, 24.68, 71.2, 11.3, 57.290359, -2.010990, 17.00, 0.51, 9, 120, 04/21/2013 13:56:14   , 
1665817, 35.66, 36.66, 36.00, 56.41, 56.92, 56.68, 25.14, 26.21, 25.53, 71.1, 11.4, 57.290351, -2.010980, 18.30, 0.18, 8, 120, 04/21/2013 13:56:18   , 
1668771, 35.75, 36.66, 36.28, 56.11, 56.87, 56.65, 25.51, 26.04, 25.79, 71.1, 11.4, 57.290351, -2.010980, 18.80, 0.20, 8, 120, 04/21/2013 13:56:21   , 
1671034, 35.79, 36.82, 36.52, 56.21, 57.12, 56.83, 25.24, 26.21, 25.83, 71.1, 11.4, 57.290340, -2.010970, 20.20, 0.16, 9, 120, 04/21/2013 13:56:24   , 
1673274, 35.69, 36.82, 36.21, 56.11, 56.97, 56.74, 25.42, 26.21, 25.64, 71.2, 11.5, 57.290340, -2.010960, 21.50, 0.22, 9, 120, 04/21/2013 13:56:28   , 
1676216, 36.01, 37.92, 37.31, 56.21, 56.87, 56.51, 25.51, 27.27, 26.76, 71.1, 11.5, 57.290328, -2.010960, 22.40, 0.52, 9, 120, 04/21/2013 13:56:31   , 
1678476, 34.90, 37.52, 35.71, 55.90, 57.44, 56.59, 24.96, 26.48, 25.36, 71.1, 11.5, 57.290328, -2.011010, 21.90, 2.64, 9, 120, 04/21/2013 13:56:34   , 
