 Date,Time,TimeM, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec,Event
 04/11/2013,05:35:18,1625888,36.13,37.85,37.38,53.33,54.74,54.57,27.96,28.89,28.52,30.7,19.2,57.142921,-2.09813,27.9,0.07,7,110,On the train
 04/11/2013,05:37:53,1742560,53.03,54.89,53.68,64.54,66.04,65.31,31.84,32.75,32.02,31.1,18.9,57.142818,-2.09803,9,0.69,7,110,On the train
 04/11/2013,05:37:55,1744807,52.04,54.97,52.98,63.73,66.18,65.03,31.41,33,31.7,31.1,19,57.142818,-2.09806,8.2,0.4,7,110,On the train
 04/11/2013,05:37:59,1747084,53.03,55.21,54.29,64.98,66.11,65.69,31.63,32.52,32.14,31.2,18.9,57.142818,-2.09811,9.1,0.76,7,110,On the train
 04/11/2013,05:38:02,1749336,52.25,54.81,54.28,64.51,65.79,65.58,31.52,33.05,32.27,31.2,18.9,57.142818,-2.09815,9.6,1.05,7,110,On the train
 04/11/2013,05:38:04,1751570,52.43,55.37,54.59,64.84,66.25,65.67,31.24,32.89,32.46,31.2,18.9,57.142818,-2.09816,9.9,0.38,7,110,On the train
 04/11/2013,05:38:08,1753837,52.85,55.09,54.43,64.61,66.25,65.54,31.8,32.79,32.47,31.4,18.9,57.142818,-2.09817,12.3,0.99,7,110,On the train
 04/11/2013,05:38:10,1756087,52.34,55.49,53.19,64.22,66.57,64.86,31.48,32.87,32.09,31.4,18.9,57.142818,-2.09817,14.6,0.17,6,180,On the train
 04/11/2013,05:38:14,1758356,53.03,55.49,53.74,65.03,66.25,65.38,31.63,32.79,31.99,31.5,18.9,57.142829,-2.09816,19.4,0.7,7,170,On the train
 04/11/2013,05:38:17,1760608,52.43,54.81,54.24,64.54,66.07,65.5,31.63,32.5,32.33,31.5,18.9,57.142841,-2.09815,23.6,0.37,7,170,On the train
 04/11/2013,05:38:19,1762841,52.34,55.9,54.01,64.52,66.57,65.3,31.69,32.89,32.35,31.6,18.9,57.142841,-2.09815,25.7,0.89,6,180,On the train
 04/11/2013,05:38:23,1765103,52.73,55.49,54.34,64.54,66.43,65.48,31.69,32.87,32.44,31.6,18.9,57.142829,-2.09812,25.4,0.62,7,120,On the train
 04/11/2013,05:38:25,1767356,52.49,56.31,54.83,64.17,66.99,66.18,31.8,32.52,32.06,31.7,18.9,57.142818,-2.09811,25,0.28,8,100,On the train
 04/11/2013,05:38:29,1769625,53.03,55.21,54.07,65.13,66.39,65.92,31.52,32.52,31.66,31.7,19,57.142841,-2.09806,27.7,0.76,7,170,On the train
 04/11/2013,05:38:32,1771881,53.23,55.09,53.73,64.67,66.07,65.69,31.41,32.52,31.62,31.8,18.9,57.142848,-2.09802,27.1,0.55,7,170,On the train
 04/11/2013,05:38:34,1774114,51.92,55.77,54.51,63.88,66.25,65.55,31.29,33.25,32.53,31.8,18.9,57.142871,-2.09799,26.2,1.51,7,170,On the train
 04/11/2013,05:38:38,1776395,51.95,55.05,54.38,63.58,66.57,65.89,31.35,32.75,31.98,31.8,19,57.142898,-2.09789,23.4,1.59,7,170,On the train
 04/11/2013,05:38:40,1778642,53.62,55.62,53.99,64.84,66.43,65.48,31.97,32.87,32.11,31.9,19,57.142921,-2.09784,22.1,1.83,7,170,On the train
 04/11/2013,05:38:44,1780916,52.64,55.21,54.04,64.52,66.25,65.52,31.84,32.72,32.1,31.9,19,57.14294,-2.0978,22.2,0.49,7,170,On the train
 04/11/2013,05:38:47,1783176,53.51,55.09,54.3,64.67,66.11,65.63,31.8,32.62,32.23,31.9,19,57.14294,-2.09781,19.8,3.18,7,170,On the train
 04/11/2013,05:38:49,1785415,52.34,55.09,52.91,64.07,66.07,64.91,31.52,32.62,31.77,31.9,18.9,57.14294,-2.09779,18.5,0.59,6,230,On the train
 04/11/2013,05:38:53,1787686,52.85,55.77,54.47,63.89,66.25,65.72,31.97,32.91,32.28,31.9,18.9,57.142959,-2.09774,15,0.32,6,230,On the train
 04/11/2013,05:38:55,1789927,52.84,55.21,53.81,64.03,66.25,65.37,31.8,33,32.07,31.9,18.9,57.142978,-2.0977,14.4,3.43,6,230,On the train
 04/11/2013,05:38:59,1792197,52.25,55.09,53.57,64.21,66.07,65.11,31.63,32.45,32.15,32,19,57.143009,-2.09763,14.5,2.09,6,230,On the train
 04/11/2013,05:39:02,1794459,52.64,55.62,54.71,64.51,66.43,65.82,31.8,32.57,32.39,32,19,57.14299,-2.09768,16.6,0.26,8,100,On the train
 04/11/2013,05:39:04,1796700,52.25,55.21,54.04,64.21,66.11,65.33,31.69,32.87,32.33,32,19,57.142971,-2.09771,17.1,1.47,7,170,On the train
 04/11/2013,05:39:08,1798979,52.64,55.21,54.58,64.52,66.11,65.96,31.97,32.74,32.09,32,19,57.14294,-2.09775,18.3,0.39,8,100,On the train
 04/11/2013,05:39:10,1801227,52.64,55.49,53.38,64.52,66.25,65.11,31.41,32.79,31.97,32,19,57.14294,-2.09775,16.5,0.24,8,100,On the train
 04/11/2013,05:39:14,1803493,52.64,55.09,53.72,64.52,65.93,65.37,31.8,32.62,31.98,32,19,57.14294,-2.09776,14.1,1.43,7,120,On the train
 04/11/2013,05:39:17,1805739,52.64,55.21,54.77,64.67,66.25,65.88,31.29,33.06,32.38,32.1,19,57.142921,-2.0978,14.7,0.81,7,120,On the train
 04/11/2013,05:39:19,1807967,53.23,55.21,54.63,64.76,66.25,65.68,31.8,32.79,32.48,32.1,19,57.14291,-2.09783,13.5,2,7,120,On the train
 04/11/2013,05:39:23,1810224,52.34,55.21,54.32,64.22,66.43,65.54,31.69,32.87,32.35,32.1,19,57.14294,-2.09785,9.4,1.31,6,210,On the train
 04/11/2013,05:39:25,1812473,52.73,55.09,53.22,64.47,66.07,64.93,31.52,32.79,32.03,32.1,19,57.14294,-2.09785,8.4,1.25,6,210,On the train
 04/11/2013,05:39:29,1814751,52.34,55.62,55.03,64.52,66.57,65.93,31.69,32.79,32.56,32.1,19,57.142929,-2.09788,7.4,0.16,7,170,On the train
 04/11/2013,05:39:32,1817001,52.64,54.97,54.22,64.19,65.93,65.44,31.8,32.91,32.38,32.1,19,57.14294,-2.09787,6.9,1.5,7,170,On the train
 04/11/2013,05:39:34,1819233,52.64,55.49,55.11,64.51,66.43,66.19,31.8,33.06,32.32,32.2,19,57.142929,-2.09787,6.4,1.83,7,170,On the train
 04/11/2013,05:39:38,1821509,53.23,55.49,54.06,64.51,66.25,65.59,31.8,32.72,32.05,32.2,19,57.14289,-2.09796,8.2,1.32,7,120,On the train
 04/11/2013,05:39:40,1823756,52.64,54.81,53.93,64.18,65.93,65.36,31.69,32.83,32.2,32.2,19,57.142879,-2.098,8.2,0.71,6,210,On the train
 04/11/2013,05:39:44,1826032,52.25,55.37,53.19,63.9,66.07,64.75,31.8,32.91,32.22,32.2,19,57.142841,-2.09804,9.3,0.12,7,120,On the train
 04/11/2013,05:39:47,1828296,51.95,54.97,52.89,63.59,66.11,64.8,31.69,33.6,31.87,32.2,19,57.14281,-2.09809,13,0.17,8,100,On the train
 04/11/2013,05:39:49,1830537,52.37,55.09,53.82,63.74,66.07,65.11,31.84,32.62,32.38,32.2,19,57.14281,-2.0981,13.1,0.25,8,100,On the train
 04/11/2013,05:39:53,1832811,52.85,55.62,54.2,64.03,67.08,65.66,31.69,32.79,32.09,32.2,19,57.14281,-2.09811,14.7,0.18,8,100,On the train
 04/11/2013,05:39:55,1835056,53.23,55.9,54.66,64.36,66.43,65.54,32.35,32.89,32.69,32.2,19,57.142799,-2.09812,14.3,1.28,8,100,On the train
 04/11/2013,05:39:59,1837338,52.29,55.62,53.4,64.18,66.57,65.15,31.52,32.62,31.95,32.3,19,57.142791,-2.09814,14.8,1.05,8,100,On the train
