 Date,Time,TimeM, Min X, Max X, Avg X, Min Y, Max Y, Avg Y, Min Z, Max Z, Avg Z, Humidity, Temperature, Lat, Lon, Altitude, Speed, Sat, Prec,Event
 04/11/2013,05:06:20,321793,25.73,32.56,31.2,43.81,49.71,44.93,22.53,32.69,31.28,37.8,20.4,57.363948,-2.07366,20.2,15.22,8,110,In car
 04/11/2013,05:11:18,542926,30.47,34.56,31.91,44.09,46.7,44.68,30.12,35.41,32.2,34.2,20,57.314449,-2.04338,42.6,68.43,10,90,In car
 04/11/2013,05:11:21,545860,29.8,33.57,30.81,45.39,47.74,47.15,27.82,32.22,28.97,34.7,19.9,57.313648,-2.04383,43.5,69.37,10,90,In car
 04/11/2013,05:11:24,548107,30.6,34.94,32.98,45.68,47.08,46.56,29.27,34.3,31.57,34.7,19.9,57.312858,-2.04431,43.5,68.86,10,90,In car
 04/11/2013,05:11:28,550345,29.69,33.69,31.32,46.05,47.68,46.28,28.8,32.14,30.2,34.1,19.9,57.311828,-2.04495,43.8,66.17,10,90,In car
 04/11/2013,05:11:31,553266,29.32,31.77,30.72,45.25,47.48,46.67,27.64,30.52,29.28,34.6,19.9,57.311088,-2.04541,44,64.31,10,90,In car
 04/11/2013,05:11:34,555527,29.26,33.2,31.22,45.39,47.33,46.67,27.62,32.84,29.77,34.6,19.9,57.310379,-2.04585,43.5,60.3,10,90,In car
 04/11/2013,05:11:38,557763,27.79,34.01,30.18,45.14,47.12,46.65,26.07,33.88,28.77,34.2,19.9,57.30949,-2.04638,42.1,55.09,10,90,In car
 04/11/2013,05:11:41,560684,27.04,30.03,29.29,43.9,46.32,44.46,26.28,30.78,29.75,34.7,19.9,57.308891,-2.04668,40.5,47.67,10,90,In car
 04/11/2013,05:11:44,562951,29.77,32.17,30.85,43.54,45.36,44.59,30.18,33.5,31.23,34.9,19.9,57.308319,-2.04679,38.5,46.94,10,90,In car
 04/11/2013,05:11:48,565181,30.39,32.7,31.04,44.65,46.06,45.65,29.79,32.14,30.47,34.3,19.9,57.307571,-2.04667,36.9,47.49,10,90,In car
 04/11/2013,05:11:51,568089,30.29,33.87,31.76,45.4,48.46,47.17,28.53,32.39,29.87,34.8,19.9,57.306999,-2.04652,35.7,47.29,10,90,In car
 04/11/2013,05:11:54,570340,28.66,35.66,33.48,45.78,50.19,48.4,26.25,32.92,30.44,34.8,19.9,57.306438,-2.04644,34.4,47.3,10,90,In car
